MOVIE,QUESTION1,QUESTION2,QUESTION3,QUESTION4,QUESTION5
Warrior (2011),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Warrior (2011),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Warrior (2011),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
V for Vendetta (2005),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
V for Vendetta (2005),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
V for Vendetta (2005),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
V for Vendetta (2005),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
V for Vendetta (2005),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
V for Vendetta (2005),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
V for Vendetta (2005),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
V for Vendetta (2005),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
V for Vendetta (2005),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
V for Vendetta (2005),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
V for Vendetta (2005),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
V for Vendetta (2005),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
The Wolf of Wall Street (2013),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
The Wolf of Wall Street (2013),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
The Wolf of Wall Street (2013),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
The Wolf of Wall Street (2013),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
The Wolf of Wall Street (2013),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
The Wolf of Wall Street (2013),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
The Wolf of Wall Street (2013),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
The Wolf of Wall Street (2013),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
The Wolf of Wall Street (2013),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
The Wolf of Wall Street (2013),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
The Wolf of Wall Street (2013),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
The Wolf of Wall Street (2013),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Hacksaw Ridge (2016),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Hacksaw Ridge (2016),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Hacksaw Ridge (2016),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Hacksaw Ridge (2016),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Hacksaw Ridge (2016),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Hacksaw Ridge (2016),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Hacksaw Ridge (2016),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Hacksaw Ridge (2016),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Hacksaw Ridge (2016),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Hacksaw Ridge (2016),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Hacksaw Ridge (2016),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Hacksaw Ridge (2016),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Trainspotting (1996),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Trainspotting (1996),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Trainspotting (1996),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Trainspotting (1996),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Trainspotting (1996),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Trainspotting (1996),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Trainspotting (1996),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Trainspotting (1996),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Trainspotting (1996),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Trainspotting (1996),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Trainspotting (1996),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Trainspotting (1996),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Gran Torino (2008),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Gran Torino (2008),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Gran Torino (2008),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Gran Torino (2008),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Gran Torino (2008),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Gran Torino (2008),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Gran Torino (2008),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Gran Torino (2008),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Gran Torino (2008),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Gran Torino (2008),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Gran Torino (2008),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Gran Torino (2008),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
The Big Lebowski (1998),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
The Big Lebowski (1998),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
The Big Lebowski (1998),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
The Big Lebowski (1998),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
The Big Lebowski (1998),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
The Big Lebowski (1998),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
The Big Lebowski (1998),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
The Big Lebowski (1998),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
The Big Lebowski (1998),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
The Big Lebowski (1998),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
The Big Lebowski (1998),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
The Big Lebowski (1998),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
The Thing (1982),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
The Thing (1982),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
The Thing (1982),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
The Thing (1982),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
The Thing (1982),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
The Thing (1982),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
The Thing (1982),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
The Thing (1982),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
The Thing (1982),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
The Thing (1982),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
The Thing (1982),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
The Thing (1982),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Fargo (1996),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Fargo (1996),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Fargo (1996),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Fargo (1996),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Fargo (1996),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Fargo (1996),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Fargo (1996),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Fargo (1996),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Fargo (1996),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Fargo (1996),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Fargo (1996),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Fargo (1996),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Mary and Max (2009),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Mary and Max (2009),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Mary and Max (2009),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Mary and Max (2009),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Mary and Max (2009),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Mary and Max (2009),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Mary and Max (2009),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Mary and Max (2009),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Mary and Max (2009),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Mary and Max (2009),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Mary and Max (2009),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Mary and Max (2009),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Finding Nemo (2003),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Finding Nemo (2003),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Finding Nemo (2003),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Finding Nemo (2003),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Finding Nemo (2003),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Finding Nemo (2003),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Finding Nemo (2003),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Finding Nemo (2003),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Finding Nemo (2003),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Finding Nemo (2003),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Finding Nemo (2003),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Finding Nemo (2003),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
The Sixth Sense (1999),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
The Sixth Sense (1999),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
The Sixth Sense (1999),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
The Sixth Sense (1999),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
The Sixth Sense (1999),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
The Sixth Sense (1999),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
The Sixth Sense (1999),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
The Sixth Sense (1999),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
The Sixth Sense (1999),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
The Sixth Sense (1999),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
The Sixth Sense (1999),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
The Sixth Sense (1999),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
No Country for Old Men (2007),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
No Country for Old Men (2007),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
No Country for Old Men (2007),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
No Country for Old Men (2007),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
No Country for Old Men (2007),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
No Country for Old Men (2007),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
No Country for Old Men (2007),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
No Country for Old Men (2007),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
No Country for Old Men (2007),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
No Country for Old Men (2007),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
No Country for Old Men (2007),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
No Country for Old Men (2007),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
How to Train Your Dragon (2010),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
How to Train Your Dragon (2010),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
How to Train Your Dragon (2010),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
How to Train Your Dragon (2010),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
How to Train Your Dragon (2010),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
How to Train Your Dragon (2010),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
How to Train Your Dragon (2010),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
How to Train Your Dragon (2010),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
How to Train Your Dragon (2010),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
How to Train Your Dragon (2010),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
How to Train Your Dragon (2010),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
How to Train Your Dragon (2010),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Wonder Woman (2017),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Wonder Woman (2017),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Wonder Woman (2017),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Wonder Woman (2017),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Wonder Woman (2017),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Wonder Woman (2017),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Wonder Woman (2017),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Wonder Woman (2017),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Wonder Woman (2017),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Wonder Woman (2017),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Wonder Woman (2017),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Wonder Woman (2017),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
There Will Be Blood (2007),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
There Will Be Blood (2007),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
There Will Be Blood (2007),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
There Will Be Blood (2007),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
There Will Be Blood (2007),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
There Will Be Blood (2007),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
There Will Be Blood (2007),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
There Will Be Blood (2007),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
There Will Be Blood (2007),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
There Will Be Blood (2007),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
There Will Be Blood (2007),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
There Will Be Blood (2007),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Into the Wild (2007),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Into the Wild (2007),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Into the Wild (2007),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Into the Wild (2007),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Into the Wild (2007),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Into the Wild (2007),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Into the Wild (2007),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Into the Wild (2007),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Into the Wild (2007),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Into the Wild (2007),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Into the Wild (2007),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Into the Wild (2007),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Kill Bill: Vol. 1 (2003),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Kill Bill: Vol. 1 (2003),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Kill Bill: Vol. 1 (2003),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Kill Bill: Vol. 1 (2003),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Kill Bill: Vol. 1 (2003),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Kill Bill: Vol. 1 (2003),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Kill Bill: Vol. 1 (2003),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Kill Bill: Vol. 1 (2003),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Kill Bill: Vol. 1 (2003),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Kill Bill: Vol. 1 (2003),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Kill Bill: Vol. 1 (2003),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Kill Bill: Vol. 1 (2003),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Gone Girl (2014),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Gone Girl (2014),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Gone Girl (2014),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Gone Girl (2014),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Gone Girl (2014),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Gone Girl (2014),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Gone Girl (2014),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Gone Girl (2014),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Gone Girl (2014),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Gone Girl (2014),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Gone Girl (2014),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
